# TimeStamp: 0x000000005ab701da 5Msps ADC
  0.855812  0.859688  0.841750  0.807500  0.813812  0.753875  0.779000  0.778875  0.833500  0.770125  0.772125  0.749188  0.860625  0.832812  0.829188  0.857500  0.855687  0.617500  0.800625  0.768625
  0.855812  0.859625  0.841563  0.807625  0.814000  0.753438  0.778813  0.778938  0.833625  0.769813  0.772563  0.749250  0.860625  0.832750  0.829437  0.857750  0.855875  0.617437  0.800937  0.769875
  0.856125  0.860187  0.841313  0.807500  0.813625  0.753500  0.778813  0.778875  0.833938  0.769750  0.772187  0.749062  0.860313  0.832625  0.829437  0.857625  0.855375  0.617562  0.800750  0.771312
  0.856188  0.860250  0.841750  0.807750  0.813812  0.753625  0.778875  0.778938  0.833938  0.769687  0.772438  0.749000  0.860438  0.832750  0.829562  0.857437  0.855875  0.617188  0.800875  0.775937
  0.856250  0.859812  0.841438  0.807500  0.813812  0.753688  0.779063  0.778750  0.834375  0.769813  0.772062  0.749000  0.860687  0.832687  0.829313  0.857625  0.855937  0.617500  0.801188  0.773000
  0.856188  0.859750  0.841625  0.807750  0.813563  0.754125  0.779125  0.778687  0.833812  0.769938  0.772500  0.749313  0.860625  0.833000  0.829562  0.857625  0.856062  0.617500  0.801938  0.773125
  0.856000  0.860000  0.841750  0.807625  0.813625  0.754125  0.778938  0.778938  0.833687  0.769938  0.772375  0.749375  0.860438  0.832812  0.829188  0.857063  0.855937  0.617688  0.801750  0.774625
  0.855687  0.859812  0.841812  0.807625  0.813250  0.753875  0.779000  0.779188  0.833750  0.769687  0.772375  0.749125  0.860750  0.832937  0.829313  0.857500  0.856438  0.617500  0.802063  0.772500
  0.855750  0.860125  0.841812  0.807750  0.813438  0.753937  0.778938  0.779312  0.833063  0.769750  0.772375  0.748937  0.860625  0.832875  0.829500  0.857687  0.856500  0.617625  0.802063  0.776250
  0.855313  0.859875  0.841875  0.807813  0.813187  0.753812  0.779188  0.779063  0.833812  0.769813  0.772125  0.749062  0.860812  0.832750  0.829375  0.857750  0.856875  0.617813  0.802312  0.776875
  0.855812  0.860000  0.841563  0.807938  0.813312  0.753812  0.778938  0.779188  0.833438  0.769938  0.772687  0.749125  0.860438  0.832750  0.829625  0.857750  0.856562  0.617500  0.801687  0.777812
  0.855875  0.859438  0.841000  0.807250  0.813062  0.753500  0.778938  0.778938  0.833750  0.769188  0.772187  0.748937  0.860000  0.832313  0.829313  0.857250  0.856375  0.617625  0.801938  0.775437
  0.855687  0.859750  0.841563  0.807562  0.813187  0.753875  0.779375  0.779000  0.833812  0.769625  0.772750  0.749125  0.860563  0.833188  0.829375  0.857813  0.856062  0.617813  0.801313  0.775000
  0.856000  0.859812  0.841750  0.807688  0.813438  0.753750  0.779375  0.778875  0.833687  0.769938  0.772625  0.749125  0.860438  0.832875  0.829875  0.857375  0.856313  0.617625  0.801313  0.779188
  0.855937  0.859812  0.841313  0.807938  0.813187  0.753438  0.779312  0.779000  0.833875  0.769938  0.772687  0.749313  0.860375  0.833000  0.829875  0.857625  0.856625  0.617625  0.801437  0.776812
  0.856438  0.859812  0.841375  0.807813  0.813312  0.753688  0.779437  0.779250  0.833812  0.770063  0.772812  0.748937  0.860563  0.832812  0.829750  0.857750  0.856687  0.617813  0.801750  0.779063
  0.855875  0.859750  0.840875  0.807688  0.813688  0.753937  0.778938  0.779125  0.833188  0.769938  0.772563  0.748875  0.860438  0.833438  0.829938  0.857813  0.856500  0.617625  0.801313  0.778687
  0.856188  0.859875  0.840937  0.808125  0.813500  0.754188  0.779063  0.779312  0.834000  0.770312  0.772438  0.749000  0.860250  0.833000  0.830187  0.857938  0.856313  0.617562  0.801813  0.778437
  0.855563  0.859937  0.841375  0.808125  0.813500  0.753875  0.779250  0.779312  0.833687  0.770375  0.772500  0.749188  0.860187  0.832937  0.829938  0.857875  0.856062  0.617875  0.801063  0.783188
  0.855812  0.859500  0.841313  0.807750  0.813125  0.753750  0.779250  0.779312  0.834000  0.770563  0.772250  0.749062  0.860250  0.832750  0.829625  0.857625  0.856250  0.617688  0.801687  0.781687
  0.856250  0.859812  0.841688  0.807875  0.813375  0.753937  0.779063  0.779500  0.834063  0.770875  0.772438  0.749500  0.860313  0.833250  0.830312  0.858187  0.856313  0.618000  0.802562  0.781500
  0.855563  0.859812  0.841438  0.807875  0.813312  0.753812  0.779250  0.779562  0.833938  0.770312  0.772000  0.749125  0.860062  0.832812  0.830063  0.857562  0.856750  0.617813  0.802125  0.780625
  0.856000  0.860125  0.841625  0.808125  0.813250  0.753875  0.778875  0.779813  0.834000  0.770250  0.772375  0.749500  0.860313  0.832812  0.829687  0.857562  0.856500  0.617813  0.801625  0.784750
  0.855937  0.859750  0.841563  0.807875  0.813125  0.753625  0.778875  0.779875  0.834312  0.770375  0.772438  0.749438  0.860375  0.832875  0.829813  0.857562  0.856125  0.617750  0.801750  0.786563
  0.856062  0.859812  0.841937  0.807938  0.812750  0.753313  0.779000  0.779688  0.834500  0.770312  0.772750  0.749375  0.860062  0.832937  0.829750  0.857875  0.856375  0.617813  0.802250  0.786250
  0.856125  0.859438  0.841875  0.808062  0.813438  0.753688  0.779125  0.779688  0.834813  0.770000  0.772250  0.749500  0.860750  0.833250  0.830125  0.858000  0.857313  0.617875  0.802312  0.786000
  0.855313  0.858250  0.841062  0.807625  0.813625  0.753937  0.779312  0.780375  0.834625  0.771125  0.773250  0.749750  0.860187  0.832187  0.829000  0.856938  0.856812  0.617938  0.801813  0.786125
  0.856125  0.859563  0.841375  0.807938  0.813438  0.753375  0.779125  0.779875  0.834562  0.770000  0.772438  0.749812  0.860563  0.833687  0.829625  0.857437  0.856500  0.617875  0.801875  0.785375
  0.856062  0.858688  0.841313  0.807875  0.813438  0.753875  0.778938  0.779875  0.834250  0.770250  0.771875  0.749750  0.859937  0.833375  0.829750  0.857625  0.856562  0.617562  0.801375  0.783562
  0.856000  0.859250  0.841375  0.808062  0.813438  0.753875  0.779437  0.779688  0.834063  0.770187  0.771937  0.749375  0.860187  0.833313  0.829750  0.857500  0.856125  0.617750  0.802375  0.785500
